tweet_id,search_lang,detected_lang,keyword,display_name,handle,date,text
1673140003017203712,fr,unknown,intelligence artificielle,Shantico,Shantico3,2023-06-26T01:23:56.000Z,La Russie n'a pas les moyens informatiques de l'OTAN pour déployer une armée de bots animés par intelligence artificielle tels que les NAFO.
1673109969564991488,fr,unknown,intelligence artificielle,Joël Fiset,dieudelaparesse,2023-06-25T23:24:36.000Z,Le gouvernement c’est l’intelligence superficielle contrairement à l’IA et son intelligence artificielle.
1673104293874761733,fr,unknown,intelligence artificielle,Abdelali HAIDA,HAIDAAbdelali,2023-06-25T23:02:03.000Z," L'Intelligence Artificielle ne va PAS remplacer l'être humain.

Mais!

 L'être humain qui saurA accompagner cette intelligence Nouvelle, remplacerA l'autre qui ne le fera/pourra PAS.

In fine,

Repenser (Rethink) les stratégies (The Strategies) globales.

Voilà la stratégie. Est-ce que l’intelligence artificielle va dépasser les capacités du cerveau humain?

« Ça ne fait aucun doute. C’est une question de temps », dit @ylecun au #TJ18h"
1673102934186381314,fr,unknown,intelligence artificielle,pierre jean jacques,pierjeanjacques,2023-06-25T22:56:38.000Z,"Faut-il enseigner à l’enfant:

Qu’une singularité se produira à l’instant même où
L’intelligence artificielle prendra conscience qu’elle origine
de la seule et unique espèce qui doute de pouvoir survivre 
à sa propre intelligence et qui se prend elle-même en otage ?"
1673102788056760322,fr,unknown,intelligence artificielle,eggenspieler,EggensNicolas,2023-06-25T22:56:04.000Z,Signé une pétition pour donne l intelligence artificielle artificielle à la LFI
1673092580639395842,fr,unknown,intelligence artificielle,Docteur Frexit,DocteurFrexit,2023-06-25T22:15:30.000Z,Avec son intelligence artificielle il dépasse un peu les 50.
1673083475505684481,fr,unknown,intelligence artificielle,Mih Rodney Chiabi,ChiabiMih,2023-06-25T21:39:19.000Z,"ZUCKERBERG PERD PAR KO AU 2ÈME ROUND

ZUCKERBERG vs MUSK

Attendez une seconde avant de commenter!!!

Voici les statistiques : 
1. Musk n'a jamais perdu un combat en cage.
2. Zuck n'a jamais participé à un combat en cage.
#Cameroun #justice #intelligence #artificielle #buzz237"
1673053660790546433,fr,unknown,intelligence artificielle,Hilario,Hilariofefe,2023-06-25T19:40:51.000Z,"J’ai l’impression de parler a une intelligence artificielle tellement t’es mal foutu, des lettres des chiffres en dirait un exercice de rééducation mental"
1673052882436857856,fr,unknown,intelligence artificielle,CORRE Marie-France,corre_marie,2023-06-25T19:37:45.000Z,"Idriss Aberkane, c’est une intelligence artificielle biosourcée: il interagit de façon conversationnelle, n’est pas précis ni fiable, ce qu’il dit, grâce aux structures  de phrases et vocabulaire, paraît plausible mais est souvent inexact voire sans aucune sens."
1673051012297379845,fr,unknown,intelligence artificielle,Sano,Sanoshin69,2023-06-25T19:30:19.000Z,Non c'est un programme commandé par une intelligence artificielle
1673046864868921349,fr,unknown,intelligence artificielle,Le de Sète et Calvières,itcdna,2023-06-25T19:13:50.000Z,"Bref, n'importe quoi !     
Intelligence (très très) Artificielle... "
1673039426471993350,fr,unknown,intelligence artificielle,PaulineValance,FandeEmrys,2023-06-25T18:44:17.000Z,C'est une Intelligence très artificielle qui a sorti ce gouvernement ?
1673036997965885440,fr,unknown,intelligence artificielle,pardailhan,pardailhan,2023-06-25T18:34:38.000Z,Comme on rate aujourd’hui le virage primordial de l’IA (intelligence artificielle)… alors que les meilleurs informaticiens sont bien souvent des français… qui s’expatrient…
1673032273271091201,fr,unknown,intelligence artificielle,Louis Ferron,nocomment71,2023-06-25T18:15:52.000Z,R & D en Intelligence Artificielle 
1673024448344072192,fr,unknown,intelligence artificielle,OM2024.,vivialqantara,2023-06-25T17:44:46.000Z,Intelligence artificielle...
1673021643516436485,fr,unknown,intelligence artificielle,Le Ch'ti Geek,Le_Chti_Geek,2023-06-25T17:33:37.000Z,"Intelligence artificielle : Nvidia sur le point d'investir en Europe → 
latribune.fr/technos-medias
… via 
@LaTribune
 #IA"
1673017458884587523,fr,unknown,intelligence artificielle,Eben Yaakov Fakler,EbenYaakov,2023-06-25T17:17:00.000Z,"INTELLIGENCE ARTIFICIELLE : LA GRANDE IMPOSTURE ?
lincorrect.org/intelligence-a
…"
1673017320204038146,fr,unknown,intelligence artificielle,BENAM Arthur,ArthurBenamN,2023-06-25T17:16:26.000Z,"Here could be read my spontaneous reaction (yesterday) over what is ongoing in Russia; just after my sabbatical time. Given some harassments of my permanent foes, all day long.

For transparency and clarity, these are my only défenses; amid this merry-go-round of all Having just ended my Shabbat and before it becomes too late to counter my persecutors/harassers that are never short of pretexts to wrong or endanger me, I recall :

• All my resolutions regarding the Ukrainian situation remain unchanged. Sound and virtuous neutrality; even over"
1673008119021027330,fr,unknown,intelligence artificielle,feret marc,feret_marc,2023-06-25T16:39:53.000Z,toujours pas trouvé son intelligence soit elle artificielle
1673006790030524416,fr,unknown,intelligence artificielle,Gilbert Guillamot,gilbertguillam1,2023-06-25T16:34:36.000Z,"Ils n'utilisent peut-etre pas les mêmes sources, même jour, même heure, même endroit, mêmes opérateurs !  Classique !  La coordination est essentielle quand il s'agit de saisir données environnementales et spatiales . Tout le problème du traitement par Intelligence Artificielle"
1673002635182452737,fr,unknown,intelligence artificielle,BLACK THERAPHIM,randvbest,2023-06-25T16:18:05.000Z,"Intelligence artificielle: de quoi parle-t-on vraiment? 
rfi.my/9bDl.T via 
@RFI"
1673001448651780096,fr,unknown,intelligence artificielle,十八郎,jinginohakaba,2023-06-25T16:13:22.000Z,"アストリッドとラファエル。フランス語以前に弟を第一発見者だと思って見てたので意味わからなかった

interroger/質問する(尋問)
intelligence artificielle／人工知能
manipuler/操作する(教唆)
un piège /罠
une hypothèse/仮説
C’est beau"
1672999380066992128,fr,unknown,intelligence artificielle,Mabilon Franck,MabilonFranck,2023-06-25T16:05:09.000Z,"Découvrez ce groupe 
facebook.com/groups/chatgpt
… sur les multiples ressources de l'IA (Intelligence Artificielle) 

Outil: Cohesive AI ! Ce puissant éditeur d'IA vous permet de créer des contenus magiques à la vitesse de la pensée.. 
cohesive.so  "
1672992050172526603,fr,unknown,intelligence artificielle,Mico,Jeanne3615mc,2023-06-25T15:36:02.000Z,Une intelligence... artificielle.
1672983368701542404,fr,unknown,intelligence artificielle,Priscilla Claden,Prisc68500,2023-06-25T15:01:32.000Z,"LE COTE OBSCUR DE L’ INTELLIGENCE ARTIFICIELLE EST-IL ENTRAIN DE SE REVE... 
youtu.be/G5Pvdz59WOw via 
@YouTube"
1672983285046169600,fr,unknown,intelligence artificielle,Jean Timand,JeanTimand,2023-06-25T15:01:12.000Z,C'est généré par intelligence artificielle
1672980557183983618,fr,unknown,intelligence artificielle,JeffreyHerman,eunoia_Sentry,2023-06-25T14:50:21.000Z,"Ce n'est pas une doublure,  ni le vrai.

C'est généré par ordinateur à partir d'une photo.
.....Intelligence artificielle....

Exercez vos yeux à ce genre de détails. 
Parce qu'il y en aura, malheureusement, de plus en plus, et la qualité produite sera de mieux en mieux."
1672975764226973696,fr,unknown,intelligence artificielle,19trul dominique,19trul,2023-06-25T14:31:19.000Z,"Bonjour je suis une non intelligence mais artificielle c’est vrai ! 
Pour réponse je débite ce que les intelligences non artificielles ont bien voulu écrire dans ma mémoire, que ce soit des inepties ou non.
Je suis un perroquet qui n’ a pas besoin de nourriture…"
1672975725631098880,fr,unknown,intelligence artificielle,Vigix,Vigix76000,2023-06-25T14:31:10.000Z,"1er test de l'application IA (intelligence artificielle) pour analyser et corriger les défauts sur le mouvement en rameur (
airow.fr) ; je ne suis pas trop mauvais "
1672968266497572865,fr,unknown,intelligence artificielle,Stos,bastos1664,2023-06-25T14:01:31.000Z,Oui et il faudra le mettre en intelligence artificielle pour qu il reste le guide de tous les temps et de tous les peuples pour l éternité !
1672958024913244160,fr,unknown,intelligence artificielle,Arborescence Noble,ArborescenceN,2023-06-25T13:20:49.000Z,"Naps // Démon Toute La Nuit // Intelligence Artificielle

#Naps #ArborescenceNoble #IntelligenceArtificielle #IA #AI #DémonTouteLaNuit"
1672949974169014272,fr,unknown,intelligence artificielle,Philippe Rioux,technomedia,2023-06-25T12:48:50.000Z,"Intelligence artificielle : prendre en compte ses risques concrets, plutôt que de potentielles menaces existentielles #IA  
technomedia.org/2023/06/intell
…"
1672949498711007233,fr,unknown,intelligence artificielle,pierre jean jacques,pierjeanjacques,2023-06-25T12:46:57.000Z,"Faut-il enseigner à l’enfant:

Qu’une singularité se produira à l’instant même où
L’intelligence artificielle prendra conscience qu’elle origine
de la seule et unique espèce qui doute de pouvoir survivre 
à sa propre intelligence et qui se prend elle-même en otage ?"
1672948677617369089,fr,unknown,intelligence artificielle,Arborescence Noble,ArborescenceN,2023-06-25T12:43:41.000Z,"fr.al-ain.com a fait la promotion du compte Twitter Arborescence Noble et notamment des vidéos de PNL en Intelligence Artificielle, voici le lien pour lire l'article : 
fr.al-ain.com/article/pnl-de
…

#PNL #ArborescenceNoble #IntelligenceArtificielle"
1672948633552011264,fr,unknown,intelligence artificielle,pierre jean jacques,pierjeanjacques,2023-06-25T12:43:30.000Z,"Faut-il enseigner à l’enfant:

Qu’une singularité se produira à l’instant même où
L’intelligence artificielle prendra conscience qu’elle origine
de la seule et unique espèce qui doute de pouvoir survivre 
à sa propre intelligence et qui se prend elle-même en otage ?"
1672948516082135048,fr,unknown,intelligence artificielle,Arborescence Noble,ArborescenceN,2023-06-25T12:43:02.000Z,"arielworld.fr a fait la promotion de la chaîne YouTube Arborescence Noble et notamment des vidéos de PNL en Intelligence Artificielle, voici le lien pour lire l'article : 
arielworld.fr/musique/intell
…"
1672948422117056513,fr,unknown,intelligence artificielle,pierre jean jacques,pierjeanjacques,2023-06-25T12:42:40.000Z,"Faut-il enseigner à l’enfant:

Qu’une singularité se produira à l’instant même où
L’intelligence artificielle prendra conscience qu’elle origine
de la seule et unique espèce qui doute de pouvoir survivre 
à sa propre intelligence et qui se prend elle-même en otage ? La zombification du monde occidental. Ma chronique du Figaro.
lefigaro.fr/vox/societe/ma
…"
1672948226234753024,fr,unknown,intelligence artificielle,pierre jean jacques,pierjeanjacques,2023-06-25T12:41:53.000Z,"Faut-il enseigner à l’enfant:

Qu’une singularité se produira à l’instant même où
L’intelligence artificielle prendra conscience qu’elle origine
de la seule et unique espèce qui doute de pouvoir survivre 
à sa propre intelligence et qui se prend elle-même en otage ?"
1672947519280521217,fr,unknown,intelligence artificielle,pierre jean jacques,pierjeanjacques,2023-06-25T12:39:05.000Z,"Faut-il enseigner à l’enfant:

Qu’une singularité se produira à l’instant même où
L’intelligence artificielle prendra conscience qu’elle origine
de la seule et unique espèce qui doute de pouvoir survivre 
à sa propre intelligence et qui se prend elle-même en otage ?"
1672942658660990976,fr,unknown,intelligence artificielle,Peter Gustavson,GustavsonPeter1,2023-06-25T12:19:46.000Z,"Vu que l' ""Intelligence Artificielle"" est une réplique numérique du pervers narcissique (en plus d'être un parfait oxymore), les olibrius tels que 
@dr_l_alexandre
 sont parfaitement remplaçables.
Avantage : on peut débrancher
Question : en a-t-on vraiment besoin ?
#DrAlexandre"
1672941417490948103,fr,unknown,intelligence artificielle,Jean Marc Morandini,morandiniblog,2023-06-25T12:14:50.000Z,"Le générique de la série ""Secret Invasion"" de Marvel, avec l’acteur Samuel L. Jackson, a été produit grâce à une intelligence artificielle, reconnait son réalisateur - VIDEO
jeanmarcmorandini.com/article-539436
…"
1672938710017400833,fr,unknown,intelligence artificielle,IA,IA_Actu_,2023-06-25T12:04:04.000Z,"Intel lance une intelligence artificielle qui va révolutionner la ... - Futura 
news.google.com/rss/articles/C
… #ai"
1672915485921271809,fr,unknown,intelligence artificielle,WAVECULTURE,WAVECULTURE2,2023-06-25T10:31:47.000Z,"J'ai voté Williams, mais ils ont tout deux composé mes deux BO préférées.

La ligne Rouge
Intelligence Artificielle.

Des géants."
1672912320652091397,fr,unknown,intelligence artificielle,MrPuncky13,MrPuncky13,2023-06-25T10:19:13.000Z,"A l' heure où l' Homme invente l' intelligence artificielle, la sienne régresse irréversiblement . Cherchez l' erreur !"
1672909773086285824,fr,unknown,intelligence artificielle,Fabrice Frossard,FabriceFrossard,2023-06-25T10:09:05.000Z,"Intel lance une intelligence artificielle qui va révolutionner la création de contenus pour la réalité virtuelle
 
flip.it/kjPgwl"
1672899705821360128,fr,unknown,intelligence artificielle,Danny Izinga Assoya Daniel ★,Danielizinga,2023-06-25T09:29:05.000Z,Je propose humblement des cours d' intelligence artificielle #IA aux news agents de l'adminin du #numerique .  Les outils d' #AI évoluent à un rythme alarmant. Tout état avertis devrait acquérir des connaissances solides en la matière pour faire face aux défis actuels du monde. Recrutement des agents et cadres de l'administration du Numérique : Le Ministre @kolongele a remis officiellement au VPM @LihauEbua les résultats du concours tels que transmis par l'EnaRDC_Officiel.
1672899631120785408,fr,unknown,intelligence artificielle,"Claude Grandpey, Volcans & Glaciers",Kilauea50,2023-06-25T09:28:47.000Z,"Aujourd'hui sur mon blog :
Eruption du Mayon (Philippines) : utilisation abusive de l’intelligence artificielle.

Today on my weblog :
Eruption of Mt Mayon (Philippines) :  Misuse of artificial intelligence.
claudegrandpeyvolcansetglaciers.com/2023/06/25/eru
…"
1672889491864862720,fr,unknown,intelligence artificielle,Grilhoun,grilhoun,2023-06-25T08:48:30.000Z,"Avec un minimum d intelligence artificielle ou naturelle ,il est tout a fait évident qu a notre époque plus aucune religion ne peut exister et se croire supérieur a Dieu qui est lui même le concepteur de tous ces systèmes politiques entrainant leur moutons de Panurge."
1672876843723005952,fr,unknown,intelligence artificielle,Awakened Guardian,Tian_A1,2023-06-25T07:58:14.000Z,"Intelligence artificielle : #Nvidia sur le point d'investir en #Europe [ 
latribune.fr ] En mettant de l'argent en Europe, Nvidia imiterait d'autres geants des semiconducteurs, comme #Intel, TSMC ou #Stmicroelectronics, qui investissent ou"
1672870236872138752,fr,unknown,intelligence artificielle,Ephémère_de_Virginie,carlos_caseiro,2023-06-25T07:31:59.000Z,"Intelligence artificielle : révolution ou malédiction avec Cédric Villani 
youtube.com/live/aHJbUUy9G
… via 
@YouTube"
1672866321514496000,fr,unknown,intelligence artificielle,Oliv Rou,oliv_rou,2023-06-25T07:16:26.000Z,"le IA a la fin, c'est nouveau?, c'est quoi? Intelligence artificielle?"
1672862699498209280,fr,unknown,intelligence artificielle,Guyard,FraGuyard,2023-06-25T07:02:02.000Z,"Intelligence artificielle : prendre en compte ses risques concrets, plutôt que de potentielles menaces existentielles 
buff.ly/449zs44"
1672856906891776000,fr,unknown,intelligence artificielle,José Biosca ,JoseBiosca,2023-06-25T06:39:01.000Z,"ChatGPT compromis : Comme quoi tu peux avoir une intelligence artificielle et te faire pirater comme un con 
tomsguide.fr/chatgpt-alerte
…"
1672853026221232129,fr,unknown,intelligence artificielle,Bunker D,Bunker_D_,2023-06-25T06:23:36.000Z,"La meilleure vidéo que j'ai vue sur les questions éthiques et légales posées par l'“intelligence artificielle” dans l'art (les trucs comme Chat GPT, Mid Journey, etc).
youtube.com/watch?v=9xJCzK
…"
1672846997932371971,fr,unknown,intelligence artificielle,Pierre Vabres (moi/je),pierrevabres,2023-06-25T05:59:38.000Z,"« intelligence » artificielle, délation réelle sans responsable."
1672846532670783488,fr,unknown,intelligence artificielle,JEMIGOSULAGO,JEMIGOSULAGO,2023-06-25T05:57:48.000Z,Est ce qu elle existe vraiment cette fofolle? Elle a une bonne tête de robot mais dénué d intelligence artificielle ou même humaine C est une sorte d humanoïde
1672842755335225344,fr,unknown,intelligence artificielle,Le Coon,LeCoonBerrichon,2023-06-25T05:42:47.000Z,"T’aurai du demander a #ChatGPT d’analyser les faits à ta place …
Une intelligence artificielle, c’est sûr, sera toujours plus efficace qu’un crétin de l’espèce humaine …"
1672840250484293633,fr,unknown,intelligence artificielle,David G,DavidG47081621,2023-06-25T05:32:50.000Z,"Fake Intelligence Artificielle, d'après moi."
1672839570147139584,fr,unknown,intelligence artificielle,RAIMOND,DELDONGO76,2023-06-25T05:30:08.000Z,"Intelligence artificielle : prendre en compte ses risques concrets, plutôt que de potentielles menaces existentielles 
theconversation.com/intelligence-a
… via 
@FR_Conversation"
1672839149001273344,fr,unknown,intelligence artificielle,"Claude Grandpey, Volcans & Glaciers",Kilauea50,2023-06-25T05:28:27.000Z,"En ce moment sur mon blog :
Eruption du Mayon (Philippines) : utilisation abusive de l’intelligence artificielle.

Right now on my weblog :
Eruption of Mt Mayon (Philippines) : Misuse of artificial intelligence.
claudegrandpeyvolcansetglaciers.com/2023/06/25/eru
…"
1672838871447478272,fr,unknown,intelligence artificielle,Kiara Disney,Kiara_Disney,2023-06-25T05:27:21.000Z,"Alors que la puissance de la PS5 ne sert pas que au graphisme ou a la fluidité
La puissance peut servir a intelligence artificielle ou reproduire le vrai cycle de la nature ou des milliers d'autres choses.
Un jeux est un ensemble.
Si le jeux est en 4K HDR ray tracing en"
1672794253792014337,fr,unknown,intelligence artificielle,Rui da silva Salvator Mondi,ArtborgesD,2023-06-25T02:30:03.000Z,Suicides programmés en France  ils utilisent la intelligence artificielle Pour tuer...
1672769853638279169,fr,unknown,intelligence artificielle,Awakened Guardian,Tian_A1,2023-06-25T00:53:06.000Z,"Intelligence artificielle : #Nvidia sur le point d'investir en #Europe [ 
latribune.fr ] sortie d'un entretien avec le commissaire europeen Thierry Breton en #Charge notamment du numerique, dans les bureaux de Nvidia dans la Silicon Valley."
1672763083868233728,fr,unknown,intelligence artificielle,L’information éphémère,TInreims,2023-06-25T00:26:12.000Z,"Le célèbre cours d’introduction à l’informatique de Harvard, connu sous le nom de « CS50 », se prépare à accueillir une nouvelle recrue peu conventionnelle : une intelligence artificielle.
trustmyscience.com/cours-cs50-uni
… via 
@trustmyscience"
1672741080482152449,fr,unknown,intelligence artificielle,MUSASHI.,Ashway745,2023-06-24T22:58:46.000Z,C’est une intelligence artificielle génératrice d’images qui a créé les autres quads
1672739806575460353,fr,unknown,intelligence artificielle,Lucie de Ispere,luciev333,2023-06-24T22:53:42.000Z,"""si cette video est authentique""..... pourquoi tu crois qu'elle a été générée par une intelligence artificielle ? ca te paraitt si paranormal que ca franchement...? les adultes dans les matelas pour les passeurs, les bébés dans des sacs plastiques pour le traffic humain, normal"
1672733934608609280,fr,unknown,intelligence artificielle,FRANCINE JACQUEMIN,FRANCINEJACQU11,2023-06-24T22:30:22.000Z,"Quel effondrement ? Vous n'aviez pas compris que c'était 1 ""maskirovka"" sauce Poutine, une mise en scène... Vous vous êtes fait avoir... Dans votre cas, il serait urgent d'avoir recours à une ""intelligence artificielle""  Vous attendiez-vous à cet effondrement de la Russie Poutinienne qui ridiculise les Pro-Russes français ( @UPR_Asselineau @f_philippot @ZemmourEric )

Ou 

Êtes-vous stupéfait de cette autodestruction du régime Poutinien ?"
1672727448402763786,fr,unknown,intelligence artificielle,il Padrino R!,DulezC,2023-06-24T22:04:36.000Z,"Dis-moi trouduc, et si au lieu d’une intelligence artificielle tu te faisais greffer un vrai cerveau ? Tu serais pas en train de te ridiculiser une fois de plus sur Twitter ! "
1672725188297871360,fr,unknown,intelligence artificielle,Artulo,tbler003,2023-06-24T21:55:37.000Z,L'insoupçonnable docteur et son artificielle intelligence...
1672712863679479808,fr,unknown,intelligence artificielle,Amal El Fallah Seghrouchni,AmalElfallah,2023-06-24T21:06:38.000Z," L'événement a offert une occasion unique de discuter avec des experts en intelligence artificielle de renom, notamment Pr.
@AmalElfallah
  , Présidente Exécutive du Centre internationale d'intelligence Artificielle au Maroc Ai Movement-UM6P - Mohammed VI Polytechnic University  Nous sommes ravis de partager avec vous des photos de notre événement récent, qui s'est déroulé  le Mercredi 21 juin dernier au Dôme @AiMovement1 . Ces photos nous rappellent les échanges passionnants et les idées brillantes qui ont émergé lors de cette journée."
1672709163950940162,fr,unknown,intelligence artificielle,patrick,Patricktaudiere,2023-06-24T20:51:56.000Z,Il est 22h50 !! T'as pas l'air con maintenant... C'est vrai que ton intelligence est vraiment artificielle... 
1672708995772035072,fr,unknown,intelligence artificielle,UNICEF Cameroon,unicefcameroon,2023-06-24T20:51:16.000Z,"Environnement numérique & Intelligence Artificielle : les Députés Juniors plaident pour la promotion des droits de l’enfant.
C’était suite à un échange avec 
@UNICEF
 & 
@CAYSTI237
  cet après-midi, au Lycée de Nkolbisson à Yaoundé."
1672701936007626753,fr,unknown,intelligence artificielle,Calamity Jane,CalamyJane,2023-06-24T20:23:13.000Z,"Intelligence artificielle: les doubleurs alertent les responsables politiques 
msn.com/fr-fr/actualit
…"
1672690728533622786,fr,unknown,intelligence artificielle,Bohémond † _GauloisRefractaire Fiché_F,Santinomassalia,2023-06-24T19:38:41.000Z,"Ou à donc une mutinerie qui a fait zéro mort, qui n’a pas fait couler une goutte de sang qui c’est interrompu en moins de 24heure et qui n’a pas permi de renverser quiconque. Ce n’est pas du niveau de 
@dr_l_alexandre
 et de son Intelligence tellement Artificielle."
1672689814922047490,fr,unknown,intelligence artificielle,GQ France,GQ_France,2023-06-24T19:35:03.000Z,"Jérémy Erlich, le boss de Spotify, est français. The Weeknd, téléchargement illégal, musique française, algorithme, intelligence artificielle, futur du son... Il nous raconte les coulisses de la 1ère plateforme de streaming au monde."
1672684914100109314,fr,unknown,intelligence artificielle,Jésus Gélinas,GelinasJesus,2023-06-24T19:15:35.000Z,"Dude... l'ingénierie des barrages, on a parmi les meilleurs artistes en musique / cinéma / danse, en aérospatiale on est bons, aujourd'hui on est dans les meilleurs en jeux vidéos / intelligence artificielle, imax, Softimage... pis oui la poutine, la bière, la bouffe."
1672679914045161472,fr,unknown,intelligence artificielle,,DjaiDjai_Okocha,2023-06-24T18:55:43.000Z,Intelligence artificielle
1672674136894652417,fr,unknown,intelligence artificielle,Perlin Pinpin,1954mimi,2023-06-24T18:32:45.000Z,Et si cet étrange message totalement inattendu de Prigozhin était l'oeuvre de l'IA (intelligence artificielle ) téléguidé par Moscou pour jeter la confusion au sein du groupe Wagner ??
1672659883517173760,fr,unknown,intelligence artificielle,Claire Leconte,leconteclaire,2023-06-24T17:36:07.000Z,"Intelligence artificielle : prendre en compte ses risques concrets, plutôt que de potentielles menaces existentielles.
Pas faux du tout ! Analyse intéressante !  
theconversation.com/intelligence-a
…"
1672658588278435845,fr,unknown,intelligence artificielle,SeribOOm,seriboomer,2023-06-24T17:30:58.000Z,"IA JÉSUS SUR TWITCH : BLASPHÈME OU RÉVÉLATION ?!
vidéo => 
youtu.be/HD_pH_4M9f8

Jésus en direct sur Twitch, choquant ou fascinant ? Il est revenu, et il  donne désormais des conseils gaming en direct sur la plateforme de  streaming Twitch. Du moins, sa version intelligence"
1672650161472827392,fr,unknown,intelligence artificielle,Joe Manunga 󱢏,JoeManunga,2023-06-24T16:57:29.000Z,"@elonmusk
 :
Je viens d'avoir une longue conversation avec le nouveau #Bing, curieusement la fameuse Intelligence artificielle refuse de croire à la mort de la reine #Elisabeth 
I'm chocked"
1672647175262617601,fr,unknown,intelligence artificielle,Michaël,PSGInna,2023-06-24T16:45:37.000Z,"Sur Twitch, une intelligence artificielle basée sur Jésus-Christ répond aux internautes 
bfmtv.com/tech/intellige
… via 
@techandco"
1672646871850835977,fr,unknown,intelligence artificielle,Philippe Observateur des temps,LeblancPhilip14,2023-06-24T16:44:25.000Z,No Intelligence Artificielle Aucun intérêt
1672644617211191298,fr,unknown,intelligence artificielle,Mathieu Flaig,MathieuFlex,2023-06-24T16:35:27.000Z,"Intelligence artificielle et #RH : un partenariat plutôt qu’un affrontement 

Mon denier article #IA écrit pour 
@SQORUS
 

 sqorus.com/ia-et-rh-parte
…

Cc 
@mathieucrucq
 @hebiflux
 @emmanuelvivier
 @Wisibility
 @jnchaintreuil
 @LaBlonde_Des_RH"
1672640234364850180,fr,unknown,intelligence artificielle,Fils du Net,fils_net,2023-06-24T16:18:02.000Z,"Intelligence artificielle: la science des données en open source serait-elle la clé de l'impartialité? 
journaldunet.com/solutions/dsi/
…"
1672631055382183936,fr,unknown,intelligence artificielle,LumniEnseignant,LumniEnseignant,2023-06-24T15:41:34.000Z," Stupides, les algorithmes ? 
 
Pour Rachid Guerraoui, spécialiste de la science des réseaux informatiques, c’est de leur bêtise naturelle dont il faudrait avoir peur, plus que de leur intelligence artificielle. Pour en savoir plus, c'est ici :
bit.ly/3NmnblJ"
1672629882969309189,fr,unknown,intelligence artificielle,Curious George,CuriousKd2000,2023-06-24T15:36:54.000Z,"Intelligence artificielle : Nvidia sur le point d'investir en Europe 
latribune.fr/technos-medias
… via 
@latribune"
1672625434427637764,fr,unknown,intelligence artificielle,♆ CradØ DingØ ♆,CRADODINGO,2023-06-24T15:19:14.000Z,On dirait une musique faite par intelligence artificielle tellement elle est basique
1672619741498732547,fr,unknown,intelligence artificielle,OlivierDassonville,TheDarkPixel,2023-06-24T14:56:36.000Z,"Intelligence artificielle : 
@Nvidia
 sur le point d'investir en Europe
latribune.fr/technos-medias
…"
1672603754934222850,fr,unknown,intelligence artificielle,Le Ch'ti Geek,Le_Chti_Geek,2023-06-24T13:53:05.000Z,"Intelligence artificielle : l’UE prévoit des garde-fous pour les applications les plus dangereuses → 
latribune.fr/economie/union
… via 
@LaTribune
 #IA"
1672602227473539073,fr,unknown,intelligence artificielle,Jonathan Chan ,ChanPerco,2023-06-24T13:47:01.000Z,"Intelligence artificielle : l’UE prévoit des garde-fous pour les applications les plus dangereuses.

Voté la semaine dernière par le Parlement européen, l’AI Act classifie les systèmes d’intelligence artificielle selon leur niveau de risque"
1672594767559917573,fr,unknown,intelligence artificielle,JamesDarlays,DarlaysJames,2023-06-24T13:17:22.000Z,Oui ... j'y pensais ce matin..! mais nos gouv. occidentaux continuent de tenter de discréditer Poutin... c'est dire à quel point leur intelligence est ... artificielle...!
1672592512727302147,fr,unknown,intelligence artificielle,Tech Generation,TechGen_FR,2023-06-24T13:08:24.000Z,"IA et blockchain : vers un mariage au sommet  - 
ift.tt/aAgZCpY #tech #Blockchain, Intelligence Artificielle"
1672592010136485888,fr,unknown,intelligence artificielle,Michel Boulé,BoulMichel2,2023-06-24T13:06:25.000Z,"Eli David est un chercheur en intelligence
 artificielle, il n'est même pas docteur!
Incroyable comment les tarés sont
prêts à croire n'importe quoi!
Bonne journée les tarés...  "
1672587643756990464,fr,unknown,intelligence artificielle,"Bess,kat",Besskat271052,2023-06-24T12:49:04.000Z,"Puissance intellectuelle de intelligence artificielle 1000000 fois plus puissance que l’intelligence humaine! L’intelligence humaine va être secondaire 
instagram.com/reel/Ctq5hUrxv
…"
1672583566796939265,fr,unknown,intelligence artificielle,Marc Thébault,marcthebault,2023-06-24T12:32:52.000Z,"Pour les sites des #collterr : ""Intelligence artificielle et SEO : avantages et risques"" via 
@JDNebusiness
 
#compublique #IA
journaldunet.com/solutions/seo-
…"
1672577634306347008,fr,unknown,intelligence artificielle,Hedmerie,hedmerie1,2023-06-24T12:09:17.000Z,Une tenue fait par une intelligence artificielle qui peut la reproduire c'est comme cette catégorie de fille qui font des photos avec des filtres et demande au chirurgien qu'il veulent ressembler à leur photos et c'est quel tissu ? Il a fait ce qu'il pouvait
1672576907269865472,fr,unknown,intelligence artificielle,Christophe Dubois-Damien,CDuboisDamien,2023-06-24T12:06:24.000Z,"Conférence gratuite 29 juin 2023
 
Une Intelligence artificielle qui raisonne pour découvrir des connaissances prédictives robustes et décider en toute confiance
Cette IA existe déjà. Elle est française ! Elle sera indispensable po…
lnkd.in/ekRVZEFS 
lnkd.in/eA2up9Bx"
1672574014437326850,fr,unknown,intelligence artificielle,Serge Vincent,Maskloff,2023-06-24T11:54:54.000Z,"Le Figaro - à lire : Intelligence artificielle: les doubleurs alertent les responsables politiques 
lefigaro.fr/culture/intell
…"
