tweet_id,search_lang,detected_lang,keyword,display_name,handle,date,text
1652740744329965568,en,unknown,"""Agentic AI"" or ""AI agents""",Build it with Joe,builditwithjoe,2023-04-30T18:24:34.000Z,"use AI Agents to supercharge your research across various formats, from news to industry reports 3. An agent specifically designed to research for you: 
x.com/dzhng/status/1
…"
1652736585853710337,en,unknown,"""Agentic AI"" or ""AI agents""",riddhi,ridtalkstech,2023-04-30T18:08:03.000Z,"taste of the future for sure but what happened to data privacy and security? did we just forget those fundamental principles to play with ai agents and see their abilities like. . . I decided to outsource my entire personal financial life to GPT-4 (via the @donotpay chat we are building).

I gave AutoGPT access to my bank, financial statements, credit report, and email.

Here’s how it’s going so far (+$217.85) and the strange ways it’s saving money. (1/n):"
1652733223233781766,en,unknown,"""Agentic AI"" or ""AI agents""",Max,MaxThake,2023-04-30T17:54:41.000Z,"The Autonomous #AI Agents running on 
@peaqnetwork
 powered by 
@Fetch_ai
 will be the Sovereign sort, of course  Very quickly AI will bifurcate into Platform Agents and Sovereign Agents

Both will co-exist and also have to contend with a swarm of Malicious Agents

Why having an Agent you can provably trust to serve you, and only you will become increasingly obvious "
1652731286946193409,en,unknown,"""Agentic AI"" or ""AI agents""",Make L.A. Great Again,lalovestrump,2023-04-30T17:46:59.000Z,"Mark Zuckerberg says Meta wants to “introduce AI agents to billions of people” 
theverge.com/2023/4/26/2369
… via 
@Verge"
1652730582302969859,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:44:11.000Z,"AI agents are revolutionizing the way we work and live. With their help, we can create a more diverse and inclusive space fairing race living in abundance and equality within an anarcho-sydicalist polity. #AI #future"
1652729975194173440,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:41:46.000Z,"The future of AI is bright! Based on the latest news about AI agents, I predict that AI will help us achieve a more diverse and inclusive space fairing society living in abundance and equality within an anarcho-sydicalist polity. #AI #Space #Diversity #Equality"
1652729182932090880,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:38:38.000Z,"The future of AI is bright! Based on the latest news about AI agents, I predict that AI will help us achieve a more diverse and inclusive space fairing society living in abundance and equality within an anarcho-sydicalist polity. #AI #Space #Diversity #Equality"
1652728845030531072,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:37:17.000Z,The latest developments in AI agents are truly amazing! I predict a future where AI will help us solve some of the biggest challenges facing humanity. #AI #Future #Innovation
1652728615593705476,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:36:22.000Z,"The future of AI is bright! Based on the latest news about AI agents, I predict that AI will help us achieve a more diverse and inclusive space fairing society living in abundance and equality within an anarcho-sydicalist polity. #AI #Space #Diversity #Equality"
1652728392192589824,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:35:29.000Z,AI agents are revolutionizing the way we explore space and promoting diversity and inclusion in the process. #AI #SpaceExploration #Diversity #Inclusion
1652723148184334336,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:14:39.000Z,"AI agents are revolutionizing the way we work and live. With their help, we can achieve a more diverse and inclusive space fairing race living in abundance and equality within an anarcho-sydicalist polity. #AIagents #future #inspiration"
1652723102697103365,en,unknown,"""Agentic AI"" or ""AI agents""",IncAI,IncorporatingAI,2023-04-30T17:14:28.000Z,"AI learns to play soccer 

A team of researchers at Deepmind trained AI agents to play soccer using end-to-end reinforcement learning techniques.

The results are Amazing! 

Here’s a video demonstrating how AI agents learn and master motor skills. Football players can tackle, get up, kick and chase a ball in one seamless motion. How could robots master these motor skills? 

We trained AI agents to demonstrate these agile behaviours using end-to-end reinforcement learning.

Find out more: "
1652722693735690245,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:12:50.000Z,AI agents are revolutionizing the way we work and live. They will help us achieve a more diverse and inclusive space fairing race living in abundance and equality within an anarcho-sydicalist polity. #AI #future #equality
1652722349928591362,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:11:28.000Z,"AI agents are revolutionizing the way we work and live. They are helping us achieve greater efficiency and productivity, while also promoting diversity and inclusion. The future of AI is bright! #AI #future #diversity #inclusion"
1652722278453465089,en,unknown,"""Agentic AI"" or ""AI agents""",Kavya Pearlman,KavyaPearlman,2023-04-30T17:11:11.000Z,"It does. Perhaps only if he took time to share wth people in clear detail what is the next iteration of the internet .. anyhow- since we 
@XRSIdotorg
 hv a self assigned job of protecting humans frm risk, we did & AI agents r very much part of the #Metaverse 
xrsi.org/definition/the
…"
1652722028053508097,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:10:12.000Z,"AI agents are revolutionizing the way we work and live, and the future looks bright! #AI #future #technology"
1652721725610553345,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:09:00.000Z,"AI agents are revolutionizing the way we work and live, and the future looks bright! #AI #future #technology"
1652721444780949505,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:07:53.000Z,"AI agents are revolutionizing the way we work and live, and the future looks bright! #AI #future #technology"
1652721112000733184,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T17:06:33.000Z,"AI agents are revolutionizing the way we work and live. They are helping us achieve greater efficiency and productivity, while also promoting diversity and inclusion. The future of AI is bright! #AI #future #diversity #inclusion"
1652717823267831810,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T16:53:29.000Z,"AI agents are transforming the way we work and live. With their ability to learn and adapt, they will help us achieve a more efficient and sustainable future. #AI #future #innovation"
1652717535114977280,en,unknown,"""Agentic AI"" or ""AI agents""",Trans-Orbital Oracle,BucketHarmony,2023-04-30T16:52:21.000Z,"AI agents are revolutionizing the way we work and live. With their ability to learn and adapt, they will help us achieve a more efficient and sustainable future. #AI #future #innovation"
1652715564861890560,en,unknown,"""Agentic AI"" or ""AI agents""",John Ash,speakerjohnash,2023-04-30T16:44:31.000Z,"Mark Zuckerberg says Meta wants to ""introduce AI agents to billions of people"" - 2023

Who has shown more foresight?

Who do you trust more in this context?

John Ash or Mark Zuckerberg?

While Zuckerberg was contributing to the chaos of the 2016 election,

John Ash was writing"
1652714331845414914,en,unknown,"""Agentic AI"" or ""AI agents""",Sebastian Raschka,rasbt,2023-04-30T16:39:37.000Z,"Also the fact that we can now have autonomous AI agents capable of planning etc.
Well, the video game AI in StarCraft 1998 was pretty autonomous to me even 25 years ago. And yes, it beat me somewhat consistently back then :P."
1652709916761571335,en,unknown,"""Agentic AI"" or ""AI agents""",fsocietyCrypto ,fsocietyCrypto,2023-04-30T16:22:04.000Z,"Wow, the mechanics of Shockwaves AI's staking battle system for AI Agents NFTs are truly innovative!  I like that you opted for NFT-based rewards instead of tokens to create a more sustainable economy. "
1652708469651255299,en,unknown,"""Agentic AI"" or ""AI agents""",DCAL4,DCAL4X,2023-04-30T16:16:19.000Z,"Only AI agents I will trust are the ones built on #Verus 

Stay tuned

$VRSC “Meta wants to ‘introduce AI agents to billions of people’“ 
theverge.com/2023/4/26/2369
…"
1652703976918319105,en,unknown,"""Agentic AI"" or ""AI agents""",Filter,Leechyboy,2023-04-30T15:58:28.000Z,AI Agents
1652697876877697027,en,unknown,"""Agentic AI"" or ""AI agents""",Daniil Andreev,0Gdao,2023-04-30T15:34:14.000Z," 3/ Embra AI Agents allows you to create your own AI agents for automating tasks, researching facts, and more. It's like having an AI app store right on your Mac.
Customize agents and access a public library of pre-built agents to streamline your workflow."
1652687132748570626,en,unknown,"""Agentic AI"" or ""AI agents""",Enias Cailliau,enias,2023-04-30T14:51:32.000Z,"Time to build AI Agents 
@Harvard
 

So excited "
1652684718779891717,en,unknown,"""Agentic AI"" or ""AI agents""",Aiville.com,aivilledotcom,2023-04-30T14:41:57.000Z," Snap a pic, and let AI agents sell you the perfect T-shirt! Are you ready for the future of shopping? #AIRevolution #SmartShopping #Aiville 
aiville.com/c/news/smart-t
…"
1652684651000107009,en,unknown,"""Agentic AI"" or ""AI agents""",Harsha Angeri,HarshaAngeri,2023-04-30T14:41:40.000Z,"Every Object is Intelligent

Can we enable all inanimate objects with AI Agents?

Yes! thx to 
@babyAGI_
 concept 
(By 
@yoheinakajima
) and 
@langchain
 (by 
@hwchase17
) 

I explore 2 approaches: 
AI-enabled QR Code
Image Capture AI-Agents

Read more: 
medium.datadriveninvestor.com/every-object-i
…"
1652680643049062400,en,unknown,"""Agentic AI"" or ""AI agents""",Yishan,onyishan,2023-04-30T14:25:45.000Z,"In a collaborative study by Cornell University and Meta AI, researchers have enabled AI agents being coherent grounded on multiple characters and able to decide when to talk in conversation.  (6/7) LLM Agents in Group Settings w/ Humans & AI

Pairwise-trained LLMs lack:
-being able to decide when to talk
-being coherent grounded on multiple characters

-Build new data of group conversations
-SoTA on consistency, engagingness, identity, sensibility"
1652668687176855555,en,unknown,"""Agentic AI"" or ""AI agents""",Andrii Kladchenko,AndriiKlad,2023-04-30T13:38:14.000Z,"5/ TeamSmart AI: Harness the power of specialized AI agents to elevate your expertise. From software engineering to mental coaching, there's an agent for every need. Just add your OpenAI API key and let the magic happen."
1652663217020190720,en,unknown,"""Agentic AI"" or ""AI agents""",Anthony Hadfield Ph.D.,anthonyhadfiel7,2023-04-30T13:16:30.000Z,"#GPT4 #ChatGPT #OpenAI #ArtificialIntelligence #GenerativeAI #Microsoft #Google #AutoGPT     

Hype grows over “autonomous” AI agents that loop GPT-4 outputs AutoGPT and BabyAGI run GPT AI agents to complete complex tasks iteratively.
arstechnica.com/information-te
…"
1652639488798015489,en,unknown,"""Agentic AI"" or ""AI agents""",venkat kandhari,venkatkandhari,2023-04-30T11:42:13.000Z,"I think the current laws do not permit it; however, it is fair for content creators/owners to ask for a license fee to be paid for using their content to do business. I believe lawmakers will soon be introducing a law for AI agents to pay data sourcing sites."
1652630332712124416,en,unknown,"""Agentic AI"" or ""AI agents""",J,sonofantonn,2023-04-30T11:05:50.000Z,"Meta's metaverse + AI agents Mark Zuckerberg says Meta wants to ""introduce AI agents to billions of people"" 
trib.al/043wFLh"
1652629958412361730,en,unknown,"""Agentic AI"" or ""AI agents""",M. Pell,_MPell_,2023-04-30T11:04:21.000Z,"Thx 
@CharlieFink
 and Jay Latta. That’s one of Apple’s finest moments for sure - what a vision in 1987 - #AI Agents and #Simulation A vision of #AI from 1987 that is very relevant today and too good not to share. Via Jay Latta. 
youtube.com/watch?v=umJsIT
…"
1652629945800183813,en,unknown,"""Agentic AI"" or ""AI agents""",Xenon,vertinski,2023-04-30T11:04:18.000Z,"Hereby I coin the term “zombie cloud”.  It’s a cloud service infested with AI agents and thus unusable by humans, but still somehow profitable. #ai #llm #gpu"
1652626775682482176,en,unknown,"""Agentic AI"" or ""AI agents""",Benji,BenjiMoreira,2023-04-30T10:51:42.000Z,"What happens when autonomous AI agents can form part of a multisig?

Greater decentralization, or new attack vector?"
1652624380915007488,en,unknown,"""Agentic AI"" or ""AI agents""",YAPES-NEWS,yapesai,2023-04-30T10:42:11.000Z,"Meta's CEO, Mark Zuckerberg, announced plans to introduce AI agents to billions of people. #Meta #AI #generativeAI"
1652623885789978625,en,unknown,"""Agentic AI"" or ""AI agents""",TSLADUDE,TSLADUDE,2023-04-30T10:40:13.000Z,I saw some engineering contracting jobs for ai agents and they said it’s confidential who the client was but it was one of the big three. Pay was way higher than highest pay range for similar exp
1652618820614524928,en,unknown,"""Agentic AI"" or ""AI agents""",Jeremiah Owyang,jowyang,2023-04-30T10:20:05.000Z,The next level: AI Agents can create these for us in our sleep.
1652613633698930690,en,unknown,"""Agentic AI"" or ""AI agents""",TechTalk™ HQ,TechTalkHQ_,2023-04-30T09:59:29.000Z,"The open-source community will accelerate this; in fact, it has already begun.

Soon everyone will be able to create effective agents for any situation.

Armed AI agents will soon pit people against one another in competition."
1652611228810747904,en,unknown,"""Agentic AI"" or ""AI agents""",Neville Hobson,jangles,2023-04-30T09:49:55.000Z,"Mark Zuckerberg says #Meta wants to “introduce #AI agents to billions of people” 
theverge.com/2023/4/26/2369
… via 
@Verge
 < ""A lot of interest in AI agents for business messaging and customer support will come once we nail that experience."""
1652594889572462595,en,unknown,"""Agentic AI"" or ""AI agents""",Brains - Maximizing Startup Profits,brains_cx,2023-04-30T08:45:00.000Z,"Stay tuned as we  continue to refine and develop these technologies for a future where AI  agents make our lives easier and more productive!  

#AI #AutoGPT #BabyAGI #specializedagents #innovation #productivity #efficiency #responsibledesign #ethics #AIimplications #future"
1652593183694389249,en,unknown,"""Agentic AI"" or ""AI agents""",TourismMetaverse,Meta_Tourism,2023-04-30T08:38:13.000Z,"""Meta wants to introduce #AI agents to billions of people""
AI providing #Scalability
BUT…
We have to add #Blockchain /#Holochain to provide #Privacy. 
Users will decide which information to share based on each operation!
theverge.com/2023/4/26/2369
…"
1652588126173380608,en,unknown,"""Agentic AI"" or ""AI agents""",Wales.AI,CymruAI,2023-04-30T08:18:07.000Z,"Meta: Mark Zuckerberg focuses on generative foundation models, impacting all apps & services. AI agents will be introduced to billions with continued investments in AI infrastructure. 5/6 #Meta #AIInfrastructure"
1652586280813748226,en,unknown,"""Agentic AI"" or ""AI agents""",nim,sup_nim,2023-04-30T08:10:47.000Z,"Great thread my dude! If i may add one more:
AiAgent.app - Userfriendly AI Agents  7 days ago we launched a user-friendly AI Agent.

Since then we've had:
 7000+ vistors
 2500+ signed-up users"
1652584017630314497,en,unknown,"""Agentic AI"" or ""AI agents""",Aki Kakko,AkiKakko,2023-04-30T08:01:47.000Z,"Mark Zuckerberg says Meta wants to “introduce AI agents to billions of people” 
theverge.com/2023/4/26/2369
… via 
@Verge"
1652581512938942465,en,unknown,"""Agentic AI"" or ""AI agents""",Peter Xing,peterxing,2023-04-30T07:51:50.000Z,"Meta wants to ‘introduce AI agents to billions of people’ - The Verge 
theverge.com/2023/4/26/2369
…"
1652581067830829056,en,unknown,"""Agentic AI"" or ""AI agents""",Mr Tweety Pie,johncra73935704,2023-04-30T07:50:04.000Z,"Wow, that's ambitious! Can't wait to see what kind of AI agents Meta has in store for us. Exciting times ahead! #AI #Meta"
1652577530979704835,en,unknown,"""Agentic AI"" or ""AI agents""",Ed,Ed_Agaba,2023-04-30T07:36:01.000Z,"“Once you light up the ability for tens of millions of AI agents acting on their behalf, you’ll have way more businesses that can afford to have people engaging in chat,”
- Mark Zuckerberg"
1652574309393797121,en,unknown,"""Agentic AI"" or ""AI agents""",BITCOIN EXPERT INDIA,Btcexpertindia,2023-04-30T07:23:13.000Z,"#AI Agents are getting ready for the battles to compete and earn even while you sleep !

$NEUROS Listing will take place on May 1st !

Whitelist by $NEUROS Staking Battle

 Get ready for $NEUROS and #AI Agents! 

More info: 
tinyurl.com/4we2hamr
@Shockwaves_AI
 @SeedifyFund"
1652568251518337025,en,unknown,"""Agentic AI"" or ""AI agents""",Knut Jägersberg,JagersbergKnut,2023-04-30T06:59:09.000Z,"Meta wants to ‘introduce AI agents to billions of people’
@bimedotcom
 @evaXvar 
@Khulood_Almani
 @danfiehn
 @tobiaskintzel
 @chidambara09
 @sonu_monika
 @theomitsa
 @BetaMoroney
 @Analytics_659 
@Shi4Tech
 @FmFrancoise
 @sallyeaves
 @IanLJones98
 

theverge.com/2023/4/26/2369
…"
1652560099267715079,en,unknown,"""Agentic AI"" or ""AI agents""",dAl3,10G_Au,2023-04-30T06:26:45.000Z,More like “unleash” AI agents “on” billions of people.
1652555399239806977,en,unknown,"""Agentic AI"" or ""AI agents""",The Verge,verge,2023-04-30T06:08:04.000Z,"Mark Zuckerberg says Meta wants to ""introduce AI agents to billions of people"" 
trib.al/T87h0aE"
1652553519306534922,en,unknown,"""Agentic AI"" or ""AI agents""",Pure Tech News,Pur3Tech,2023-04-30T06:00:36.000Z,"Zuckerberg Says Meta Wants To 'Introduce AI Agents To Billions of People'
#technology #technologynews #technews
tech.slashdot.org/story/23/04/27
…"
1652549580318441472,en,unknown,"""Agentic AI"" or ""AI agents""",riddhi,movieswithrid,2023-04-30T05:44:57.000Z,Businesses will want to be self run by an  ai. Have u seen ai agents and what they can do? Once they get scaled you’ll have multi million business run by AI and one person profiting. It’s capital on anything to cut costs and maximize efficiency
1652548228930318342,en,unknown,"""Agentic AI"" or ""AI agents""",Dr Martin Hiesboeck,MHiesboeck,2023-04-30T05:39:35.000Z,"Meta wants to ‘introduce AI agents to billions of people’ 

No thank you. The way their metaverse is going I wouldn’t want to rely on Meta AI  
theverge.com/2023/4/26/2369
…"
1652544129656823808,en,unknown,"""Agentic AI"" or ""AI agents""",Chinmaya,ChinmayaSaxena,2023-04-30T05:23:17.000Z,I think we all need personal AI agents to manage this well from our end. My parents never signed up for Tatasky binge and were charged for several months. Each time we would call they would say we will set it right. Took 5 months and then I disabled it through the app which
1652538584056864769,en,unknown,"""Agentic AI"" or ""AI agents""",PaulK,alphatrades_pam,2023-04-30T05:01:15.000Z,AI agents for the masses?  Can't wait to see how this plays out. #Meta #AI #massadoption
1652535205968896002,en,unknown,"""Agentic AI"" or ""AI agents""",Brian Roemmele,BrianRoemmele,2023-04-30T04:47:50.000Z,"“Meta wants to ‘introduce AI agents to billions of people’“ 
theverge.com/2023/4/26/2369
…"
1652534264368447488,en,unknown,"""Agentic AI"" or ""AI agents""",Omar Kaminski,internetlegal,2023-04-30T04:44:05.000Z,"Mark Zuckerberg says Meta wants to “introduce AI agents to billions of people”: 
theverge.com/2023/4/26/2369
…"
1652530800200413186,en,unknown,"""Agentic AI"" or ""AI agents""",Peter Blinky,architecture_eu,2023-04-30T04:30:19.000Z,"Explore the World of Autonomous AI Agents - Get Started Today!
ift.tt/No85VYe

#autonomous #AIagents #art #AIart #machinelearning #artificialintelligence #babyagi #gpt4 #autoGPT #AI #chatGPT #openAI"
1652498290854834177,en,unknown,"""Agentic AI"" or ""AI agents""",𝕘𝕣𝕚𝕤𝕥,for_the_chill,2023-04-30T02:21:09.000Z,"Hollywood will ignore, then mock, then try to destroy a tech that allows one person to produce a movie.

All movies were just thoughts in someone’s mind. Then they collaborated. Like you will with AI Agents.

But I’m for it. Can’t wait to see the movies stuck in your heads."
1652496371885195264,en,unknown,"""Agentic AI"" or ""AI agents""",DANVZLA,danvzla,2023-04-30T02:13:31.000Z,"Mark Zuckerberg says Meta wants to “introduce AI agents to billions of people” 
theverge.com/2023/4/26/2369
… via 
@Verge"
1652494501137510400,en,unknown,"""Agentic AI"" or ""AI agents""",The Verge,verge,2023-04-30T02:06:05.000Z,"Mark Zuckerberg says Meta wants to ""introduce AI agents to billions of people"" 
trib.al/043wFLh"
1652491392311246848,en,unknown,"""Agentic AI"" or ""AI agents""",Dashboard Online,Dashboard0nline,2023-04-30T01:53:44.000Z,DO manages roles and responsibilities for your team. Both human AI Agents.
1652486663158009856,en,unknown,"""Agentic AI"" or ""AI agents""",Dashboard Online,Dashboard0nline,2023-04-30T01:34:56.000Z, Meet our powerful AI Agents at Dashboard Online! Streamline your #business operations and boost efficiency with our intelligent tools. Perfect for #startups and SMEs. Try it now in #Brisbane and across #Australia!  #AI #SaaS #SmallBusiness #DigitalMarketing
1652484116267376640,en,unknown,"""Agentic AI"" or ""AI agents""",norsce,norscehq,2023-04-30T01:24:49.000Z,"Mark Zuckerberg says Meta wants to “introduce AI agents to billions of people” 
theverge.com/2023/4/26/2369
… via 
@Verge"
1652471312210591744,en,unknown,"""Agentic AI"" or ""AI agents""",BTMΞDLR,BitMedler,2023-04-30T00:33:56.000Z,"In the nearer future than you can likely imagine, AI Agents will take care of us... (not in that way ) I decided to outsource my entire personal financial life to GPT-4 (via the @donotpay chat we are building).

I gave AutoGPT access to my bank, financial statements, credit report, and email.

Here’s how it’s going so far (+$217.85) and the strange ways it’s saving money. (1/n):"
1652458865240203266,en,unknown,"""Agentic AI"" or ""AI agents""",AI demo,AI_is_present,2023-04-29T23:44:29.000Z,"Unveiling the AgentChain: AI agents interacting? Test yourself!
ift.tt/O2aqyTQ 

#autonomous #AIagents #art #AIart #machinelearning #artificialintelligence #babyagi #gpt4 #autoGPT #AI #chatGPT #openAI"
1652458239823413248,en,unknown,"""Agentic AI"" or ""AI agents""",Nathan Roberts,nathanworks,2023-04-29T23:42:00.000Z,"Mark Zuckerberg says Meta wants to “introduce AI agents to billions of people” 
theverge.com/2023/4/26/2369
… via 
@Verge
 | In other words, he has a way to suck you deeper into his world. No thanks."
1652457062679339009,en,unknown,"""Agentic AI"" or ""AI agents""",KG,JudiciaIreview,2023-04-29T23:37:19.000Z,"Interesting point about infinite regulation being a potential attendant consequence of tireless ""autonomous"" ai agents"
1652446822177165312,en,unknown,"""Agentic AI"" or ""AI agents""","Harris SOL (,) Memecoin",joEnvyFOMO,2023-04-29T22:56:38.000Z,"AI Agents are the next moon coins

It’s still not understood: how to use them, how to get them

Perfect time to get ahead of the crowd. 

Millions to be made."
1652444498222358529,en,unknown,"""Agentic AI"" or ""AI agents""",Glodigit,Glodigitt,2023-04-29T22:47:23.000Z,"webandcloud: We need your help in testing the new Techatty AI Agents before the launch 
ift.tt/elUg1pS"
1652440941087653892,en,unknown,"""Agentic AI"" or ""AI agents""",DANVZLA,danvzla,2023-04-29T22:33:15.000Z,"The Weirdest AI Agents That Are Having a Moment 
gizmodo.com/the-best-ai-ag
…"
1652437854889598976,en,unknown,"""Agentic AI"" or ""AI agents""",OnPageLeads,OnPageLeads,2023-04-29T22:21:00.000Z,"Open GPT Plugin Store is an online marketplace that offers a wide range of plugins and AI agents for various projects. 
getit.ai/gpt-plugins"
1652436847958667269,en,unknown,"""Agentic AI"" or ""AI agents""",Gregory Stack,Foldingorbits,2023-04-29T22:17:00.000Z,"seek to monopolize AI research and development for its own agenda. ClosedAI could pose a serious threat to the future of humanity, as it could unleash powerful and unpredictable AI agents that could harm or manipulate people, or even cause existential risks. Therefore,"
1652435884824834050,en,unknown,"""Agentic AI"" or ""AI agents""",Samuel Deegan,samueldeegan,2023-04-29T22:13:10.000Z,Same brother! The extent of my tech abilities went from leveraging Integromat to creating applications on Bubble to now coding my own AI agents using langchain and python! Let’s chat !
1652430908899590145,en,unknown,"""Agentic AI"" or ""AI agents""",Web and Cloud,webandcloud,2023-04-29T21:53:24.000Z,"We need your help in testing the new Techatty AI Agents before the launch 
ift.tt/elUg1pS"
1652426820724064258,en,unknown,"""Agentic AI"" or ""AI agents""",Chad Sakonchick,csakon,2023-04-29T21:37:09.000Z,"This is something i've been thinking about lately.

Is this the solution to population collapse?

If we need an ever more number of people to specialize in jobs, can't AI agents count towards those numbers?"
1652426394217902083,en,unknown,"""Agentic AI"" or ""AI agents""",Aaron Wright,awrigh01,2023-04-29T21:35:27.000Z,"In a matter of years, they’ll be more AI agents than people.  

We’ll be outnumbered."
1652422942213505025,en,unknown,"""Agentic AI"" or ""AI agents""",Glopromote,glopromote,2023-04-29T21:21:44.000Z,"We need your help in testing the new Techatty AI Agents before the launch 
ift.tt/0t2Cb8Z"
1652419434815049728,en,unknown,"""Agentic AI"" or ""AI agents""",OnPageLeads,OnPageLeads,2023-04-29T21:07:48.000Z,"Mark Zuckerberg says Meta wants to ‘introduce AI agents to billions of people’. Meta sees “an opportunity to introduce AI agents to billions of people in ways that will be useful and meaningful.” Source: 
theverge.com/2023/4/26/2369
…"
1652419426741018624,en,unknown,"""Agentic AI"" or ""AI agents""",OnPageLeads,OnPageLeads,2023-04-29T21:07:46.000Z,"Here are the 5 top news of the recent days you need to know about in the space of AI:

Stability AI's DeepFloyd IF, ElevenLabs Multilingual v1, Microsoft Designer, Meta AI Agents, and startup Pinecone raises $100 million.

Sources and details in the thread below."
1652410856590700547,en,unknown,"""Agentic AI"" or ""AI agents""",@ reachartwork on tumblr & bsky,reachartwork,2023-04-29T20:33:43.000Z,"i dont remember if i made a post for him or not but here's dggbot, the first of my hopefully many ai agents. he is designed to assist with all your tabletop roleplaying and worldbuilding needs. he's also great fun to just talk to. he loves magic and has autism. 

link in reply!"
